"temp","rain","humid","pm10","solar","loc"
1.48965517241379,1.43103448275862,52.7413793103448,48.4827586206897,4.55983743979697,"강남구"
7.99677419354839,1.32258064516129,51.2258064516129,65.6451612903226,5.10975934602552,"강남구"
14.9633333333333,2.53333333333333,55.7133333333333,78.0333333333333,5.51617619180374,"강남구"
20.3741935483871,4.90322580645161,56.0387096774194,56.9645161290323,6.3088233495508,"강남구"
24.2333333333333,2.25,63.87,46.5,5.25114338816095,"강남구"
26.7645161290323,11.741935483871,74.5129032258065,35.8709677419355,5.0286712771028,"강남구"
28.4645161290323,2.2741935483871,66.2322580645161,37.5806451612903,5.12134050379057,"강남구"
23.48,1.53333333333333,68.0766666666667,42.6333333333333,4.99100608679491,"강남구"
16.8032258064516,2.17741935483871,65.3838709677419,40.9032258064516,4.70464234646618,"강남구"
7.97333333333333,0.433333333333333,59.0466666666667,58.2333333333333,4.1046010593811,"강남구"
2.56774193548387,2.14516129032258,59.9193548387097,51.0645161290323,4.03565437916491,"강남구"
-0.441935483870968,0.435483870967742,55.3548387096774,57.6129032258064,4.0231623155301,"강남구"
1.10357142857143,0.446428571428571,54.4785714285714,52.3571428571429,4.46200963797841,"강남구"
7.34193548387097,0.387096774193548,49.1354838709677,64.7258064516129,5.05122683165913,"강남구"
14.6366666666667,1.9,52.96,58.1,5.64688862559242,"강남구"
20.0387096774194,0.532258064516129,53.6741935483871,62.1612903225806,5.73943676538036,"강남구"
23.6366666666667,2.35,58.1966666666667,43.5666666666667,5.58537222377103,"강남구"
27.4032258064516,17.5806451612903,78.5645161290323,34.1935483870968,5.08613492270475,"강남구"
26.3741935483871,12.258064516129,73.1193548387097,22.6129032258065,5.02157450290925,"강남구"
22.4633333333333,0.816666666666667,63.5033333333333,32.7333333333333,5.11146375801505,"강남구"
16.6193548387097,1.20967741935484,60.5741935483871,26.7741935483871,4.51537608928298,"강남구"
6.48,1.45,55.5233333333333,41.1,3.98769259362513,"강남구"
-1.11612903225806,1.08064516129032,57.5645161290323,42.1935483870968,3.80675499339011,"강남구"
-3.07741935483871,0.161290322580645,50.0709677419355,42.5806451612903,3.93131541318561,"강남구"
-0.732142857142857,0.75,45.5392857142857,49.6785714285714,4.54207256362261,"강남구"
8.63548387096774,2,60.3322580645161,46.741935483871,5.09113825013265,"강남구"
13.9033333333333,5.03333333333333,55.3933333333333,46.3,5.71526772604776,"강남구"
18.841935483871,7.66129032258065,64.0516129032258,36.7096774193548,5.76040450731584,"강남구"
23.83,2.38333333333333,65.8033333333333,31.4333333333333,5.50999312331568,"강남구"
28.3193548387097,6.32258064516129,68.8193548387097,21.258064516129,5.36603379587579,"강남구"
29.0354838709677,8.24193548387097,67.7032258064516,18.9677419354839,5.24368714983318,"강남구"
22,2.93333333333333,63.5766666666667,16.0666666666667,5.03432645664901,"강남구"
14.0387096774194,4.32258064516129,60.3225806451613,24.0322580645161,4.69104966860617,"강남구"
8.95666666666667,2.65,59.66,47.4,4.25550952513707,"강남구"
0.309677419354839,0.532258064516129,48.0838709677419,39.6774193548387,3.65716615556175,"강남구"
