관리일자,지사,노선코드,노선명,방향,차로,시점,종점,포장형태,표층재,교면구분,교량명,공사구분
20091020,군포지사,0500,영동선,강릉,3,24,24,아스팔트,,교량부,둔대철육교,확장
2015,경주지사,0655,부산포항선,포항,1,51,51,아스팔트,PSMA,교량부,다운3교,신설
20071009,순천지사,0102,남해선(순천부산),부산,2,26,26,아스팔트,,토공부,,확장
20160817,창원지사,1040,남해제2지선,김해,1,13,14,아스팔트,일반아스팔트,교량부,서낙동강교,재포장
20081119,순천지사,0250,논산천안선,호남선,순천,1,34,34,아스팔트,,토공부,,확장
20081119,순천지사,0250,논산천안선,호남선,순천,1,34,34,콘크리트,JCP,토공부,,확장
2015,경주지사,0655,부산포항선,포항,1,50,50,아스팔트,PSMA,터널부,다운3터널,신설
2002,동서울지사,1001,서울외곽순환선(판교퇴계원),퇴계원,1,31,32,콘크리트,JCP,토공부,,확장
2015,경주지사,0655,부산포항선,포항,2,51,51,아스팔트,,토공부,,신설
20110630,창녕지사,0450,중부내륙선,창원,2,27,27,아스팔트,,토공부,,확장
20110630,창녕지사,0450,중부내륙선,창원,2,27,28,콘크리트,JCP,토공부,,확장
1995,창녕지사,0450,중부내륙선,창원,1,27,28,콘크리트,JCP,토공부,,확장
20140702,부안지사,0150,서해안선,서울,2,139,139,아스팔트,,토공부,,신설
20140702,부안지사,0150,서해안선,서울,2,139,139,아스팔트,,토공부,,신설
2002,충주지사,0450,중부내륙선,창원,1,240,240,아스팔트,SMA,교량부,한포천교,신설
2002,충주지사,0450,중부내륙선,창원,1,240,240,아스팔트,SMA,토공부,,신설
2002,충주지사,0450,중부내륙선,창원,1,240,240,아스팔트,SMA,교량부,가신2교,신설
2002,충주지사,0450,중부내륙선,창원,1,240,241,콘크리트,JCP,토공부,,신설
2002,충주지사,0450,중부내륙선,창원,1,241,241,아스팔트,SMA,교량부,가신1교,신설
2002,충주지사,0450,중부내륙선,창원,1,241,243,콘크리트,JCP,토공부,,신설
2002,충주지사,0450,중부내륙선,창원,1,243,244,콘크리트,JCP,터널부,중원터널,신설
20121115,부안지사,0150,서해안선,목포,2,139,139,아스팔트,,토공부,,신설
20121115,부안지사,0150,서해안선,목포,2,139,139,아스팔트,,토공부,,신설
20121115,부안지사,0150,서해안선,목포,2,139,139,아스팔트,,교량부,임피3교,신설
20121115,부안지사,0150,서해안선,목포,2,139,139,아스팔트,일반아스팔트,교량부,임피3교,신설
20121115,부안지사,0150,서해안선,목포,2,139,139,아스팔트,,토공부,,신설
2002,충주지사,0450,중부내륙선,창원,1,254,254,아스팔트,SMA,교량부,단평2교,신설
2002,충주지사,0450,중부내륙선,창원,1,254,255,콘크리트,JCP,토공부,,신설
2002,충주지사,0450,중부내륙선,창원,1,255,255,아스팔트,SMA,교량부,단평1교,신설
2002,충주지사,0450,중부내륙선,창원,1,255,255,아스팔트,SMA,토공부,,신설
20140710,부안지사,0150,서해안선,목포,1,102,102,아스팔트,,토공부,,신설
20160530,순천지사,0250,논산천안선,호남선,순천,1,22,23,콘크리트,,토공부,,확장
20160530,순천지사,0250,논산천안선,호남선,순천,1,23,23,콘크리트,JCP,토공부,,확장
20070507,순천지사,0250,논산천안선,호남선,순천,2,27,27,아스팔트,,토공부,,확장
2002,충주지사,0450,중부내륙선,창원,1,255,255,아스팔트,SMA,교량부,원항사지교,신설
2002,충주지사,0450,중부내륙선,창원,1,255,255,아스팔트,SMA,토공부,,신설
2002,충주지사,0450,중부내륙선,창원,1,255,255,아스팔트,SMA,교량부,원부4교,신설
2002,충주지사,0450,중부내륙선,창원,1,256,256,아스팔트,SMA,교량부,원부3교,신설
2002,충주지사,0450,중부내륙선,창원,1,256,256,아스팔트,CRM,토공부,,신설
2001,당진지사,0150,서해안선,목포,2,255,255,아스팔트,일반아스팔트,교량부,당진JCT교,신설
20071025,고령지사,6120,(조회용)88올림픽선,대구,1,168,169,콘크리트,,토공부,,확장
20091115,고령지사,6120,(조회용)88올림픽선,대구,1,169,170,아스팔트,,토공부,,확장
1984,고령지사,6120,(조회용)88올림픽선,대구,1,137,137,콘크리트,콘크리트마모층  ,교량부,0120B16913,신설
2005,고령지사,6120,(조회용)88올림픽선,대구,1,137,138,아스팔트,PBSC,토공부,,재포장
2004,강릉지사,0650,동해선,부산,2,55,55,아스팔트,일반아스팔트,교량부,제비2교,신설
2005,전주지사,0250,논산천안선,호남선,순천,1,112,113,콘크리트,JCP,토공부,,선형개량
1996,화성지사,0150,서해안선,서울,3,308,310,콘크리트,JCP,토공부,,신설
20160517,화성지사,0400,평택제천선,제천,1,11,11,아스팔트,,토공부,,신설
2002,동서울지사,1001,서울외곽순환선(판교퇴계원),판교,2,4,4,콘크리트,JCP,토공부,,확장
2002,충주지사,0450,중부내륙선,양평,2,229,231,콘크리트,JCP,토공부,,신설
1992,진주지사,0102,남해선(순천부산),부산,2,35,35,아스팔트,일반아스팔트,교량부,노량육교,확장
2007,진안지사,0205,익산장수선,장수,1,39,40,콘크리트,JCP,토공부,,신설
1992,진주지사,0102,남해선(순천부산),부산,1,34,35,아스팔트,SBS,토공부,,확장
1992,진주지사,0102,남해선(순천부산),부산,1,35,35,아스팔트,일반아스팔트,교량부,노량육교,확장
20081016,인천지사,1000,서울외곽순환선,판교,1,83,83,아스팔트,,토공부,,신설
20140826,인천지사,1000,서울외곽순환선,판교,1,83,83,아스팔트,,토공부,,신설
20141125,창원지사,0102,남해선(순천부산),순천,2,117,117,아스팔트,,교량부,,신설
1997,보령지사,0150,서해안선,목포,2,152,152,콘크리트,JCP,토공부,,신설
20091224,군위지사,0550,중앙선,부산,1,134,134,아스팔트,,교량부,가산IC2교,확장
2002,충주지사,0450,중부내륙선,양평,2,228,229,콘크리트,JCP,토공부,,신설
2004,충주지사,0450,중부내륙선,창원,1,208,209,아스팔트,SMA,교량부,방곡1교,신설
20150415,화성지사,0150,서해안선,목포,3,294,294,아스팔트,,교량부,구문3교,신설
20081016,인천지사,1000,서울외곽순환선,판교,2,83,83,아스팔트,,토공부,,신설
20141103,화성지사,0400,평택제천선,평택,3,10,10,아스팔트,,토공부,,신설
20121220,화성지사,0150,서해안선,목포,3,294,294,아스팔트,,토공부,,신설
20150617,영동지사,0010,경부선,부산,3,226,226,콘크리트,,토공부,,확장
2004,충주지사,0450,중부내륙선,창원,1,217,218,콘크리트,JCP,토공부,,신설
2001,제천지사,0550,중앙선,부산,2,253,253,콘크리트,JCP,터널부,단양터널,신설
20121220,화성지사,0150,서해안선,목포,3,294,294,아스팔트,,토공부,,신설
20150420,화성지사,0400,평택제천선,평택,3,10,10,아스팔트,,토공부,,신설
20150420,화성지사,0400,평택제천선,평택,3,10,10,아스팔트,,토공부,,신설
20130925,화성지사,0400,평택제천선,평택,3,10,10,아스팔트,,토공부,,신설
20151009,구미지사,0010,경부선,서울,4,155,155,아스팔트,,토공부,,확장
20091224,구미지사,0010,경부선,서울,4,155,155,콘크리트,,토공부,,확장
20151029,대구지사,0010,경부선,부산,4,134,134,아스팔트,,교량부,조야교,신설
20151029,대구지사,0010,경부선,부산,4,133,134,아스팔트,,토공부,,신설
20071205,진천지사,0350,통영대전선,중부선,통영,2,258,260,콘크리트,,토공부,,신설
20101221,진천지사,0350,통영대전선,중부선,통영,1,258,258,아스팔트,,토공부,,신설
1987,진천지사,0350,통영대전선,중부선,통영,1,306,306,콘크리트,콘크리트마모층  ,교량부,일죽육교,신설
1994,군포지사,0500,영동선,인천,1,22,24,콘크리트,JCP,토공부,,신설
20151029,대구지사,0010,경부선,부산,4,134,134,아스팔트,SMA,교량부,조야교,신설
20160824,천안지사,0010,경부선,서울,3,326,327,아스팔트,,토공부,,확장
1987,진천지사,0350,통영대전선,중부선,하남,2,288,288,콘크리트,콘크리트마모층  ,교량부,미잠육교,신설
20160905,천안지사,0010,경부선,서울,4,359,359,아스팔트,,토공부,,확장
20150813,군위지사,4510,중부내륙선의 지선,대구,2,28,28,아스팔트,,토공부,,확장
20091224,군위지사,4510,중부내륙선의 지선,대구,2,28,28,아스팔트,,토공부,,확장
20121026,대구지사,0010,경부선,서울,3,96,96,아스팔트,,토공부,,신설
20101008,군위지사,4510,중부내륙선의 지선,대구,2,28,28,아스팔트,,토공부,,확장
20100903,군위지사,4510,중부내륙선의 지선,대구,2,27,27,아스팔트,,토공부,,확장
20150813,군위지사,4510,중부내륙선의 지선,대구,2,27,27,아스팔트,,토공부,,확장
20151011,상주지사,0450,중부내륙선,양평,1,154,154,콘크리트,,토공부,,신설
20151012,상주지사,0450,중부내륙선,양평,2,154,154,콘크리트,,토공부,,신설
20090526,창녕지사,0450,중부내륙선,창원,2,35,35,아스팔트,,토공부,,확장
20111104,창녕지사,0450,중부내륙선,창원,2,35,35,아스팔트,,토공부,,확장
20091012,군포지사,0500,영동선,인천,2,20,20,콘크리트,JCP,토공부,,신설
20070604,산청지사,0350,통영대전선,중부선,통영,2,69,70,콘크리트,,토공부,,신설
20080619,군포지사,0500,영동선,인천,2,39,41,콘크리트,,토공부,,신설
20080619,군포지사,0500,영동선,인천,2,42,42,아스팔트,,교량부,삼마교,신설
2014,양산지사,5510,중앙선의 지선,양산,1,9,9,콘크리트,콘크리트마모층  ,교량부,대동JCT 본선2교,신설
20161122,천안지사,0010,경부선,서울,2,346,346,아스팔트,,교량부,문덕교,확장
2016,양양지사,0650,동해선,부산,2,104,104,콘크리트,LMC,교량부,후천교,신설
20160901,천안지사,0010,경부선,서울,4,358,358,아스팔트,,토공부,,확장
2016,양양지사,0650,동해선,부산,1,112,112,콘크리트,JCP,토공부,,신설
20160714,무주지사,0350,통영대전선,중부선,하남,1,178,178,아스팔트,,토공부,,신설
20111104,창녕지사,0450,중부내륙선,창원,2,35,35,아스팔트,,토공부,,확장
20111104,창녕지사,0450,중부내륙선,창원,2,35,35,아스팔트,,토공부,,확장
20071205,천안지사,0010,경부선,서울,4,359,360,아스팔트,일반아스팔트,토공부,,확장
20161013,공주지사,0305,당진대전선,대전,2,22,22,아스팔트,,교량부,분천3교,신설
2016,양양지사,0650,동해선,속초,2,107,107,콘크리트,JCP,토공부,,신설
2016,양양지사,0650,동해선,속초,2,106,107,콘크리트,JCP,터널부,양양1터널(속초),신설
2016,양양지사,0650,동해선,속초,1,105,106,콘크리트,,교량부,0650B43242,신설
2016,양양지사,0650,동해선,속초,2,117,117,콘크리트,JCP,토공부,,신설
20141014,당진지사,0150,서해안선,목포,2,274,274,콘크리트,,토공부,,신설
2016,양양지사,0650,동해선,부산,1,116,117,콘크리트,JCP,터널부,청대터널,신설
20111021,창녕지사,0450,중부내륙선,창원,2,34,34,아스팔트,,토공부,,확장
2016,양양지사,0650,동해선,속초,1,116,116,콘크리트,JCP,토공부,,신설
2016,양양지사,0650,동해선,부산,2,115,115,콘크리트,JCP,토공부,,신설
20161026,당진지사,0150,서해안선,서울,1,252,252,아스팔트,,토공부,,신설
20140701,당진지사,0150,서해안선,서울,1,274,274,아스팔트,,교량부,부곡교,신설
20140701,당진지사,0150,서해안선,서울,1,274,274,아스팔트,,토공부,,신설
2016,양양지사,0650,동해선,부산,2,122,122,콘크리트,JCP,토공부,,신설
20150526,진천지사,0350,통영대전선,중부선,하남,1,262,262,아스팔트,,토공부,,신설
20161026,진천지사,0350,통영대전선,중부선,하남,2,262,262,아스팔트,,토공부,,신설
20150406,진천지사,0350,통영대전선,중부선,하남,1,282,282,콘크리트,콘크리트마모층  ,교량부,가산교,신설
1999,대관령지사,0500,영동선,강릉,1,196,196,아스팔트,일반아스팔트,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,하남,1,184,184,콘크리트,JCP,토공부,,신설
2001,무주지사,0350,통영대전선,중부선,하남,1,163,163,아스팔트,일반아스팔트,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,1,183,183,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,1,184,184,아스팔트,일반아스팔트,교량부,창평교,신설
2000,무주지사,0350,통영대전선,중부선,하남,1,184,184,콘크리트,JCP,토공부,,신설
2000,무주지사,0350,통영대전선,중부선,하남,1,185,185,콘크리트,JCP,토공부,,신설
2001,경기광주지사,0350,통영대전선,중부선,통영,3,360,362,콘크리트,JCP,토공부,,확장
2000,무주지사,0350,통영대전선,중부선,하남,1,185,185,콘크리트,JCP,토공부,,신설
2013,엄정지사,0400,평택제천선,평택,1,66,66,콘크리트,JCP,토공부,,신설
20151026,상주지사,0450,중부내륙선,양평,1,194,194,콘크리트,콘크리트마모층  ,교량부,주진1교,신설
2001,성주지사,0450,중부내륙선,창원,1,115,115,아스팔트,일반아스팔트,교량부,김천JCT1교,신설
20160906,전주지사,0250,논산천안선,호남선,천안,1,136,136,아스팔트,,교량부,우산교,확장
20131112,전주지사,0250,논산천안선,호남선,천안,2,151,152,아스팔트,,토공부,,재포장
2003,이천지사,0500,영동선,강릉,3,73,74,아스팔트,일반아스팔트,토공부,,확장
20081020,전주지사,0250,논산천안선,호남선,천안,1,134,135,아스팔트,,토공부,,재포장
2007,보은지사,0303,청주상주선,청주,1,38,38,콘크리트,JCP,토공부,,신설
2001,부안지사,0150,서해안선,목포,2,84,84,아스팔트,일반아스팔트,토공부,,신설
20100820,수원지사,0010,경부선,서울,1,403,403,아스팔트,,토공부,,확장
2001,창원지사,1020,남해제1지선,창원,1,1,2,아스팔트,일반아스팔트,토공부,,확장
20160614,무주지사,0350,통영대전선,중부선,통영,1,147,148,아스팔트,,토공부,,신설
1987,경기광주지사,0350,통영대전선,중부선,통영,1,360,360,콘크리트,CRCP,토공부,,신설
20120423,전주지사,0250,논산천안선,호남선,천안,2,164,165,아스팔트,,토공부,,재포장
20120619,전주지사,0250,논산천안선,호남선,천안,2,166,166,아스팔트,,토공부,,재포장
20160614,무주지사,0350,통영대전선,중부선,통영,1,148,148,아스팔트,,토공부,,신설
20160614,무주지사,0350,통영대전선,중부선,통영,1,149,149,아스팔트,,토공부,,신설
20170713,부여지사,1510,서천공주선,공주,2,19,19,콘크리트,,교량부,북촌교,신설
20120423,전주지사,0250,논산천안선,호남선,천안,2,166,166,아스팔트,,토공부,,재포장
20120430,전주지사,0250,논산천안선,호남선,천안,2,169,170,아스팔트,,토공부,,재포장
20081113,전주지사,0250,논산천안선,호남선,천안,2,171,171,아스팔트,,토공부,,재포장
20081114,전주지사,0250,논산천안선,호남선,천안,2,171,171,아스팔트,,토공부,,재포장
20081021,전주지사,0250,논산천안선,호남선,천안,2,174,175,아스팔트,,토공부,,재포장
20140616,전주지사,0250,논산천안선,호남선,천안,2,163,163,아스팔트,,토공부,,재포장
20150522,전주지사,0250,논산천안선,호남선,천안,2,176,176,아스팔트,,토공부,,신설
20161109,전주지사,0250,논산천안선,호남선,천안,2,140,140,아스팔트,,교량부,화천1교,확장
20150522,전주지사,0250,논산천안선,호남선,천안,3,176,176,아스팔트,,토공부,,신설
20090915,전주지사,0250,논산천안선,호남선,순천,1,166,166,아스팔트,,토공부,,재포장
20150514,전주지사,0250,논산천안선,호남선,순천,1,137,137,아스팔트,,토공부,,재포장
20170714,부여지사,1510,서천공주선,서천,2,19,19,콘크리트,,교량부,북촌교,신설
20090915,전주지사,0250,논산천안선,호남선,순천,1,167,167,아스팔트,,토공부,,재포장
2003,이천지사,0500,영동선,강릉,1,73,74,아스팔트,일반아스팔트,토공부,,확장
2006,광주지사,0122,광주대구선,대구,2,8,8,콘크리트,LMC,교량부,0120B43463,확장
20161028,군포지사,0500,영동선,인천,1,44,44,콘크리트,JCP,토공부,,확장
2006,광주지사,0122,광주대구선,대구,2,8,8,콘크리트,JCP,토공부,,확장
2006,광주지사,0122,광주대구선,대구,2,8,9,콘크리트,JCP,토공부,,확장
2006,광주지사,0122,광주대구선,대구,2,9,9,콘크리트,LMC,교량부,오계2교,확장
2016,청송지사,0301,상주영덕선,영덕,2,5,5,콘크리트,CRCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,1,4,5,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,1,2,4,콘크리트,JCP,터널부,진보터널,신설
2016,청송지사,0301,상주영덕선,영덕,1,2,2,콘크리트,LMC,교량부,옹점3교,신설
2016,청송지사,0301,상주영덕선,영덕,1,1,2,콘크리트,JCP,터널부,파천3터널,신설
2016,청송지사,0301,상주영덕선,영덕,1,1,1,콘크리트,LMC,교량부,옹점2교,신설
2016,청송지사,0301,상주영덕선,영덕,1,0,1,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,1,0,0,콘크리트,LMC,교량부,옹점1교,신설
2016,청송지사,0301,상주영덕선,영덕,1,171,172,콘크리트,JCP,터널부,지품4터널,신설
2016,청송지사,0301,상주영덕선,상주,2,170,171,콘크리트,JCP,터널부,지품3터널,신설
2016,청송지사,0301,상주영덕선,상주,1,168,168,콘크리트,JCP,터널부,지품2터널,신설
2016,청송지사,0301,상주영덕선,영덕,2,174,174,콘크리트,,교량부,수암1교,신설
2016,청송지사,0301,상주영덕선,영덕,1,173,173,콘크리트,,교량부,오십천2교,신설
2016,청송지사,0301,상주영덕선,상주,2,172,172,콘크리트,,교량부,오십천1교,신설
2016,청송지사,0301,상주영덕선,상주,1,171,171,콘크리트,,교량부,복곡1교,신설
2016,청송지사,0301,상주영덕선,영덕,2,169,169,콘크리트,,교량부,지품1교,신설
2016,청송지사,0301,상주영덕선,영덕,1,166,167,콘크리트,,교량부,괴정2교,신설
2016,청송지사,0301,상주영덕선,영덕,2,174,174,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,2,174,174,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,1,174,174,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,2,174,174,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,1,173,174,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,1,173,173,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,2,173,173,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,2,173,173,콘크리트,JCP,토공부,,신설
2016,청송지사,0301,상주영덕선,영덕,1,173,173,콘크리트,JCP,토공부,,신설
20151124,보령지사,0150,서해안선,목포,1,160,160,아스팔트,,토공부,,재포장
2015,경주지사,0655,부산포항선,포항,2,52,53,콘크리트,콘크리트마모층  ,터널부,범서1터널,신설
2001,보령지사,0150,서해안선,목포,2,190,192,콘크리트,JCP,토공부,,신설
2001,보령지사,0150,서해안선,목포,2,192,192,아스팔트,일반아스팔트,토공부,,신설
2001,보령지사,0150,서해안선,목포,2,192,194,콘크리트,JCP,토공부,,신설
20081006,원주지사,0500,영동선,인천,2,129,129,아스팔트,,토공부,,확장
20131016,원주지사,0500,영동선,인천,2,129,129,아스팔트,,토공부,,확장
20110706,원주지사,0500,영동선,인천,2,96,96,콘크리트,,토공부,,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,,토공부,,확장
20110706,원주지사,0500,영동선,인천,2,96,96,콘크리트,,토공부,,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,,토공부,,확장
20131016,원주지사,0500,영동선,인천,2,129,129,아스팔트,,토공부,,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,,교량부,멱곡2교,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,,교량부,멱곡2교,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,,교량부,멱곡2교,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,일반아스팔트,교량부,멱곡2교,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,,교량부,우만교,확장
20110706,원주지사,0500,영동선,인천,2,96,96,아스팔트,,교량부,우만교,확장
20110706,원주지사,0500,영동선,인천,2,96,97,콘크리트,JCP,토공부,,확장
20110706,원주지사,0500,영동선,인천,2,96,96,콘크리트,JCP,토공부,,확장
1994,원주지사,0500,영동선,인천,2,102,102,아스팔트,일반아스팔트,교량부,강천1교,확장
20081006,원주지사,0500,영동선,인천,2,129,129,콘크리트,,토공부,,확장
20081006,원주지사,0500,영동선,인천,2,129,129,콘크리트,JCP,토공부,,확장
2015,경주지사,0655,부산포항선,포항,1,60,61,아스팔트,PSMA,터널부,외동1터널,신설
2015,경주지사,0655,부산포항선,포항,2,56,56,아스팔트,PSMA,터널부,범서3터널,신설
2001,보령지사,0150,서해안선,목포,1,192,194,콘크리트,JCP,토공부,,신설
2015,경주지사,0655,부산포항선,부산,2,61,61,아스팔트,PSMA,터널부,외동1터널,신설
1987,경기광주지사,0350,통영대전선,중부선,통영,2,324,326,콘크리트,CRCP,토공부,,신설
1987,경기광주지사,0350,통영대전선,중부선,통영,2,324,324,콘크리트,CRCP,토공부,,신설
20091021,부안지사,0150,서해안선,목포,2,137,137,아스팔트,,교량부,복교1교,신설
1987,경기광주지사,0350,통영대전선,중부선,통영,1,324,326,콘크리트,CRCP,토공부,,신설
20091021,부안지사,0150,서해안선,목포,2,137,137,아스팔트,,교량부,복교1교,신설
20150826,순천지사,0250,논산천안선,호남선,순천,1,34,34,아스팔트,,교량부,연동교,확장
2001,함평지사,0150,서해안선,서울,2,43,43,아스팔트,일반아스팔트,교량부,함정1교,신설
20131010,순천지사,0102,남해선(순천부산),순천,2,13,13,콘크리트,,토공부,,확장
2015,고령지사,0122,광주대구선,대구,1,140,140,아스팔트,,터널부,가야2터널,신설
20081114,산청지사,0350,통영대전선,중부선,통영,2,96,96,아스팔트,,교량부,평촌교,신설
20151106,순천지사,0102,남해선(순천부산),순천,2,13,13,아스팔트,,토공부,,확장
20081112,산청지사,0350,통영대전선,중부선,통영,2,97,97,콘크리트,JCP,토공부,,신설
20101014,광주지사,0250,논산천안선,호남선,순천,2,107,107,아스팔트,,토공부,,확장
20151106,순천지사,0102,남해선(순천부산),순천,2,13,14,아스팔트,,토공부,,확장
2015,고령지사,0122,광주대구선,대구,1,140,140,콘크리트,JCP,터널부,가야2터널,신설
20170804,순천지사,0102,남해선(순천부산),순천,2,15,15,아스팔트,,토공부,,확장
20170804,순천지사,0102,남해선(순천부산),순천,2,15,15,아스팔트,,토공부,,확장
20150818,담양지사,0250,논산천안선,호남선,순천,1,55,56,아스팔트,,토공부,,확장
20150617,광주지사,0250,논산천안선,호남선,순천,2,93,94,아스팔트,,토공부,,확장
20150617,광주지사,0250,논산천안선,호남선,순천,2,94,94,아스팔트,,토공부,,확장
20150818,담양지사,0250,논산천안선,호남선,순천,1,56,56,아스팔트,,토공부,,확장
20150818,담양지사,0250,논산천안선,호남선,순천,1,56,56,아스팔트,,토공부,,확장
20150818,담양지사,0250,논산천안선,호남선,순천,1,56,56,아스팔트,,토공부,,확장
20150818,담양지사,0250,논산천안선,호남선,순천,1,56,56,아스팔트,,토공부,,확장
2015,고령지사,0122,광주대구선,대구,1,139,140,콘크리트,JCP,터널부,가야2터널,신설
2015,고령지사,0122,광주대구선,대구,1,139,139,콘크리트,JCP,터널부,가야2터널,신설
20150818,담양지사,0250,논산천안선,호남선,순천,2,55,55,콘크리트,,토공부,,확장
20150818,담양지사,0250,논산천안선,호남선,순천,2,56,56,아스팔트,,토공부,,확장
20161123,순천지사,0250,논산천안선,호남선,순천,1,34,34,아스팔트,,토공부,,확장
1996,화성지사,0150,서해안선,서울,1,296,296,콘크리트,JCP,토공부,,신설
20080708,홍천지사,0550,중앙선,춘천,2,363,363,아스팔트,,토공부,,신설
20080708,홍천지사,0550,중앙선,춘천,2,363,364,콘크리트,,토공부,,신설
20150605,홍천지사,0550,중앙선,춘천,2,364,364,아스팔트,,교량부,화계1교,신설
20160614,천안지사,0010,경부선,서울,3,316,316,아스팔트,,토공부,,확장
2004,영천지사,0207,대구포항선,대구,2,36,36,아스팔트,SMA,교량부,덕연1교,신설
2004,충주지사,0450,중부내륙선,창원,1,218,218,콘크리트,JCP,터널부,매현1터널,신설
2004,충주지사,0450,중부내륙선,창원,2,220,220,아스팔트,SMA,교량부,두정교,신설
20090511,창녕지사,0450,중부내륙선,양평,1,26,26,아스팔트,,토공부,,확장
20140828,구미지사,0010,경부선,서울,2,213,213,콘크리트,JCP,토공부,,확장
2004,충주지사,0450,중부내륙선,양평,1,222,223,콘크리트,JCP,토공부,,신설
1995,창녕지사,0450,중부내륙선,양평,1,27,27,아스팔트,일반아스팔트,교량부,명리1육교,확장
20141120,대구지사,0010,경부선,서울,3,134,134,아스팔트,,토공부,,신설
20150616,인천지사,1000,서울외곽순환선,판교,2,82,82,아스팔트,,토공부,,신설
20150616,인천지사,1000,서울외곽순환선,판교,2,82,82,아스팔트,,토공부,,신설
20150616,인천지사,1000,서울외곽순환선,판교,2,82,82,아스팔트,,토공부,,신설
20150616,인천지사,1000,서울외곽순환선,판교,2,82,82,아스팔트,,토공부,,신설
20090511,창녕지사,0450,중부내륙선,양평,2,26,26,아스팔트,,토공부,,확장
20090511,창녕지사,0450,중부내륙선,양평,2,26,27,콘크리트,JCP,토공부,,확장
20151005,논산지사,2510,호남선의 지선,논산,2,21,21,아스팔트,,교량부,덕목육교,확장
20160906,논산지사,2510,호남선의 지선,논산,2,12,12,아스팔트,,토공부,,확장
2001,홍천지사,0550,중앙선,춘천,1,342,343,콘크리트,JCP,토공부,,신설
1995,제천지사,0550,중앙선,춘천,1,301,301,아스팔트,일반아스팔트,토공부,,신설
1985,논산지사,2510,호남선의 지선,대전,2,12,14,아스팔트,일반아스팔트,토공부,,신설
20150703,제천지사,0550,중앙선,춘천,2,264,264,아스팔트,,토공부,,신설
20081014,대전지사,0010,경부선,서울,1,278,278,아스팔트,,토공부,,확장
20100714,남원지사,0122,광주대구선,광주,1,72,73,콘크리트,JCP,토공부,,신설
20100714,남원지사,0122,광주대구선,광주,1,74,74,아스팔트,,토공부,,신설
20151002,논산지사,2510,호남선의 지선,논산,2,29,30,아스팔트,일반아스팔트,토공부,,확장
20130925,남원지사,0122,광주대구선,광주,1,74,74,아스팔트,,토공부,,신설
20141114,고령지사,6120,(조회용)88올림픽선,대구,1,125,125,아스팔트,,토공부,,재포장
20141114,고령지사,6120,(조회용)88올림픽선,대구,1,125,125,아스팔트,SBS,토공부,,재포장
20141114,고령지사,6120,(조회용)88올림픽선,대구,1,124,125,아스팔트,,토공부,,재포장
1984,고령지사,6120,(조회용)88올림픽선,대구,1,125,125,콘크리트,콘크리트마모층  ,교량부,0120B16873,신설
2003,고령지사,6120,(조회용)88올림픽선,대구,1,125,125,아스팔트,SBS,토공부,,재포장
1998,홍천지사,0550,중앙선,부산,1,313,314,아스팔트,일반아스팔트,토공부,,신설
20081111,산청지사,0350,통영대전선,중부선,하남,1,123,123,콘크리트,,교량부,송계2교,신설
20070604,산청지사,0350,통영대전선,중부선,하남,1,124,124,아스팔트,,교량부,송계1교,신설
1994,원주지사,0500,영동선,인천,1,100,102,콘크리트,JCP,토공부,,확장
20150519,홍천지사,0550,중앙선,부산,1,314,314,아스팔트,일반아스팔트,교량부,무실교,신설
20150519,홍천지사,0550,중앙선,부산,1,314,314,아스팔트,,토공부,,신설
1984,고령지사,6120,(조회용)88올림픽선,대구,1,126,126,콘크리트,콘크리트마모층  ,교량부,0120B16863,신설
2005,고령지사,6120,(조회용)88올림픽선,대구,1,126,126,아스팔트,PBSC,토공부,,재포장
1984,고령지사,6120,(조회용)88올림픽선,대구,1,126,126,콘크리트,콘크리트마모층  ,교량부,0120B16853,신설
2005,고령지사,6120,(조회용)88올림픽선,대구,1,126,126,아스팔트,PBSC,토공부,,재포장
1984,고령지사,6120,(조회용)88올림픽선,대구,1,126,126,콘크리트,콘크리트마모층  ,교량부,0120B16843,신설
1998,홍천지사,0550,중앙선,부산,1,314,314,콘크리트,LMC,교량부,남원주IC2교,신설
